Price,Size,Bedrooms,Parking_Spots,Bathrooms,Condo,IPTU,Neighborhood,City,District
1200,90,2,0,2,100,200,Penha Circular,Rio de Janeiro,norte
950,60,2,0,1,80,0,Inhaúma,Rio de Janeiro,norte
1000,80,2,1,2,380,61,Encantado,Rio de Janeiro,norte
3000,75,2,1,1,120,0,Olaria,Rio de Janeiro,norte
800,57,2,0,1,565,0,Bangu,Rio de Janeiro,oeste
800,60,2,1,1,490,0,Encantado,Rio de Janeiro,norte
3600,110,2,2,2,1200,120,Cosme Velho,Rio de Janeiro,sul
890,64,2,0,1,250,0,Olaria,Rio de Janeiro,norte
1400,53,2,0,1,300,0,Vila Isabel, Rio de Janeiro,norte
1300,55,2,0,1,790,76,Andaraí, Rio de Janeiro,norte
1800,73,3,1,1,954,52,Estácio, Rio de Janeiro,centro
1100,100,2,1,1,0,48,Campo Grande,Rio de Janeiro,oeste
700,43,2,0,1,201,0,Campo Grande,Rio de Janeiro,oeste
1000,56,2,0,1,0,0,Realengo, Rio de Janeiro,oeste
750,45,1,0,1,465,0,Centro,Rio de Janeiro,centro
700,30,1,0,1,135,0,Bancários,Rio de Janeiro,norte
1300,65,2,1,2,809,65,Praça Seca,Rio de Janeiro,oeste
950,50,1,0,1,0,0,Todos os Santos,Rio de Janeiro,norte
1000,50,2,0,1,0,0,Lins de Vasconcelos,Rio de Janeiro,norte
800,45,2,0,1,276,0,Brás de Pina,Rio de Janeiro,norte
3650,190,4,2,4,1250,275,Grajaú,Rio de Janeiro,norte
1300,40,1,0,1,50,0,Cosmos, Rio de Janeiro,oeste
6790,128,3,0,2,2088,275,Copacabana,Rio de Janeiro,sul
900,63,2,0,1,330,0,Riachuelo,Rio de Janeiro,norte
1150,60,2,0,1,130,31,Engenho De Dentro,Rio de Janeiro,norte
1200,82,2,0,1,0,0,Penha Circular,Rio de Janeiro,norte
1212,43,2,1,1,0,0,Cascadura,Rio de Janeiro,norte
1300,72,2,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
1300,52,2,0,1,597,0,Vila Isabel,Rio de Janeiro,norte
1500,130,2,1,3,1300,220,Vila Isabel,Rio de Janeiro,norte
6000,160,3,2,3,1200,208,Taquara,Rio de Janeiro,oeste
600,25,0,0,1,172,17,Piedade,Rio de Janeiro,norte
552,53,2,1,1,330,0,Guaratiba,Rio de Janeiro,oeste
800,60,2,1,1,150,0,Santa Cruz,Rio de Janeiro,oeste
1200,67,2,0,1,470,0,Olaria,Rio de Janeiro,norte
1200,78,2,0,1,540,101,Méier,Rio de Janeiro,norte
540,55,2,1,1,300,0,Guaratiba,Rio de Janeiro,oeste
900,60,3,0,1,300,0,Penha Circular,Rio de Janeiro,norte
1100,60,2,1,1,150,60,Pechincha,Rio de Janeiro,oeste
2500,70,3,1,3,1205,80,Grajaú,Rio de Janeiro,norte
3200,117,3,2,3,1316,323,Recreio Dos Bandeirantes,Rio de Janeiro,oeste
900,51,2,1,1,560,0,Quintino Bocaiuva,Rio de Janeiro,norte
815,43,2,1,1,350,0,Campo Grande,Rio de Janeiro,oeste
1050,60,2,0,1,0,0,Bento Ribeiro,Rio de Janeiro,norte
1800,77,3,1,1,396,55,Vila Kosmos, Rio de Janeiro,norte
890,60,2,0,2,610,0,Engenho Novo,Rio de Janeiro,norte
850,60,2,0,1,500,0,Rocha,Rio de Janeiro,norte
900,70,2,1,1,130,0,Praça Seca,Rio de Janeiro,oeste
950,50,2,0,1,280,0,Penha Circular,Rio de Janeiro,norte
880,60,2,0,1,0,0,Ramos,Rio de Janeiro,norte
812,60,2,0,1,250,0,Irajá,Rio de Janeiro,norte
1000,41,3,0,2,0,0,Higienópolis,Rio de Janeiro,norte
630,55,1,1,1,320,0,Praça Seca,Rio de Janeiro,oeste
1100,52,2,1,1,550,90,Taquara,Rio de Janeiro,oeste
1250,52,2,1,1,450,0,Pitangueiras,Rio de Janeiro,norte
1600,70,2,1,1,500,0,Quintino Bocaiuva,Rio de Janeiro,norte
1450,50,2,1,0,0,0,Anil,Rio de Janeiro,oeste
1400,55,3,0,2,300,20,Saúde,Rio de Janeiro,centro
1100,55,1,1,2,600,25,Vila Isabel,Rio de Janeiro,norte
4000,120,3,0,3,700,209,Humaitá,Rio de Janeiro,sul
1150,50,2,1,1,130,0,Penha Circular,Rio de Janeiro,norte
880,49,2,0,1,130,0,Olaria,Rio de Janeiro,norte
600,38,2,1,1,295,0,Guaratiba,Rio de Janeiro,oeste
900,40,2,0,1,0,0,Engenho Novo,Rio de Janeiro,norte
2300,60,2,1,1,550,47,Pechincha,Rio de Janeiro,oeste
1500,138,3,0,3,450,175,Rio Comprido,Rio de Janeiro,centro
1400,50,2,1,1,0,0,Campo Grande,Rio de Janeiro,oeste
999,70,2,1,1,150,54,Encantado,Rio de Janeiro,norte
1200,82,2,1,2,990,90,Rio Comprido,Rio de Janeiro,centro
1800,71,2,1,2,863,110,Grajaú,Rio de Janeiro,norte
1200,60,2,1,1,368,0,Freguesia,Rio de Janeiro,norte
680,60,2,1,1,358,0,Praça Seca,Rio de Janeiro,oeste
1300,65,2,1,2,699,120,Rio Comprido,Rio de Janeiro,centro
800,80,1,0,1,0,0,Engenheiro Leal,Rio de Janeiro,norte
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
1100,67,2,0,1,135,0,Brás de Pina,Rio de Janeiro,norte
600,40,1,0,1,530,0,Tijuca,Rio de Janeiro,norte
1100,80,3,0,2,452,400,Lins de Vasconcelos,Rio de Janeiro,norte
1000,60,2,1,1,0,0,Campo Grande, Rio de Janeiro,oeste
800,55,2,0,1,300,0,Penha,Rio de Janeiro,norte
1200,34,1,0,1,382,0,Vila Isabel,Rio de Janeiro,norte
1500,80,2,0,2,0,200,Ramos,Rio de Janeiro,norte
545,40,2,0,1,265,0,Guaratiba,Rio de Janeiro,oeste
1100,70,3,0,1,0,0,Cavalcanti,Rio de Janeiro,norte
1200,65,2,0,1,100,0,Benfica,Rio de Janeiro,centro
1100,66,3,1,2,735,65,Praça Seca,Rio de Janeiro,oeste
700,72,2,0,1,880,75,Engenho Novo,Rio de Janeiro,norte
630,40,1,0,1,0,0,Vigário Geral,Rio de Janeiro,norte
1700,106,2,1,1,110,0,Méier, Rio de Janeiro,norte
1100,60,1,0,1,0,0,Engenho De Dentro,Rio de Janeiro,norte
1700,33,1,0,1,860,125,Copacabana,Rio de Janeiro,sul
1100,66,3,1,2,735,65,Praça Seca,Rio de Janeiro,oeste
700,72,2,0,1,880,75,Engenho Novo,Rio de Janeiro,norte
630,40,1,0,1,0,0,Vigário Geral,Rio de Janeiro,norte
800,66,2,0,2,500,0,Lins de Vasconcelos,Rio de Janeiro,norte
700,50,1,0,1,130,0,Cordovil,Rio de Janeiro,norte
1800,94,2,2,2,766,155,Rio Comprido,Rio de Janeiro,centro
5000,197,4,3,3,1165,433,Anil,Rio de Janeiro,oeste
350,45,1,0,1,215,0,Cavalcanti, Rio de Janeiro,norte
680,40,1,0,1,0,0,Cascadura,Rio de Janeiro,norte
1400,58,2,1,1,530,800,Taquara,Rio de Janeiro,oeste
1300,75,2,1,1,470,28,Piedade,Rio de Janeiro,norte
900,71,2,1,2,524,60,Cachambi,Rio de Janeiro,norte
850,51,2,0,2,250,0,Cascadura,Rio de Janeiro,norte
1500,75,2,0,1,595,0,Andaraí,Rio de Janeiro,norte
710,70,2,0,1,250,20,Campinho,Rio de Janeiro,norte
700,45,2,1,1,280,0,Campo Grande,Rio de Janeiro,oeste
1100,76,2,0,1,350,65,Méier,Rio de Janeiro,norte
9690,210,2,2,4,1700,0,Freguesia,Rio de Janeiro,norte
900,50,2,1,1,200,0,Campo Grande,Rio de Janeiro,oeste
1900,66,2,0,1,0,0,Pilares,Rio de Janeiro,norte
930,20,1,0,1,320,0,Centro,Rio de Janeiro,centro
1700,29,1,0,1,432,0,Flamengo,Rio de Janeiro,sul
900,46,2,0,1,270,0,Encantado,Rio de Janeiro,norte
950,40,1,0,1,170,5,Brás de Pina,Rio de Janeiro,norte
650,50,1,0,1,0,5,Piedade,Rio de Janeiro,norte
3900,130,3,2,2,200,180,Jardim Carioca,Rio de Janeiro,norte
1650,85,3,1,1,650,50,Penha Circular,Rio de Janeiro,norte
1500,90,2,0,1,0,68,Taquara,Rio de Janeiro,oeste
1300,64,3,1,1,620,117,Jacarepaguá,Rio de Janeiro,oeste
1000,60,2,0,1,477,0,Grajaú, Rio de Janeiro,norte
5400,60,1,1,1,2100,290,Leblon,Rio de Janeiro,sul
550,45,2,0,1,390,0,Pedra de Guaratiba,Rio de Janeiro,oeste
1760,90,2,2,1,0,0,Piedade,Rio de Janeiro,norte
1900,81,2,1,2,430,797,Vila da Penha,Rio de Janeiro,norte
1100,57,2,1,1,610,59,Riachuelo, Rio de Janeiro,norte
800,45,1,0,1,0,30,Ramos,Rio de Janeiro,norte
1200,70,3,0,1,350,602,Todos os Santos,Rio de Janeiro,norte
1300,95,2,1,2,483,60,Méier, Rio de Janeiro,norte
650,68,2,1,2,300,60,Riachuelo,Rio de Janeiro,norte
1300,55,2,1,1,250,0,Campo Grande,Rio de Janeiro,oeste
4000,120,3,1,1,957,154,Vargem Pequena,Rio de Janeiro,oeste
800,80,3,0,1,565,64,Engenho De Dentro,Rio de Janeiro,norte
895,68,2,0,1,130,0,Olaria,Rio de Janeiro,norte
750,67,2,1,1,278,0,Cosmos,Rio de Janeiro,oeste
935,41,2,1,1,347,0,Campo Grande,Rio de Janeiro,oeste
1250,65,2,1,2,800,0,Méier,Rio de Janeiro,norte
1100,65,2,0,3,680,65,Praça Seca,Rio de Janeiro,oeste
950,47,2,0,1,0,0,Ramos,Rio de Janeiro,norte
460,40,1,0,1,120,0,Vicente de Carvalho,Rio de Janeiro,norte
900,70,2,1,1,674,63,Engenho Novo,Rio de Janeiro,norte
900,50,2,2,1,435,0,Campo Grande,Rio de Janeiro,oeste
1350,90,3,1,2,610,40,Engenho Novo,Rio de Janeiro,norte
1100,69,2,0,1,434,0,Cachambi,Rio de Janeiro,norte
750,75,2,1,2,550,79,Madureira,Rio de Janeiro,norte
1700,90,3,1,1,0,0,Pilares,Rio de Janeiro,norte
786,47,1,0,1,301,0,Engenho Novo,Rio de Janeiro,norte
3000,80,2,1,1,0,150,Vila Isabel,Rio de Janeiro,norte
1800,67,2,2,1,70,0,Taquara,Rio de Janeiro,oeste
1200,65,2,0,1,100,160,Encantado, Rio de Janeiro,norte
1200,99,3,0,1,686,55,Catumbi,Rio de Janeiro,centro
950,70,2,0,1,110,0,Vila da Penha,Rio de Janeiro,norte
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
1000,97,2,1,2,800,130,Vila Isabel,Rio de Janeiro,norte
2500,69,2,1,1,0,0,Jacarepaguá,Rio de Janeiro,oeste
1700,22,1,0,1,415,29,Copacabana,Rio de Janeiro,sul
1700,98,2,1,2,481,40,Olaria,Rio de Janeiro,norte
1000,40,1,0,1,0,0,Penha,Rio de Janeiro,norte
1179,50,2,0,1,280,0,Méier,Rio de Janeiro,norte
4000,150,4,0,3,900,500,Copacabana,Rio de Janeiro,sul
1600,76,2,2,3,960,106,Vila Isabel,Rio de Janeiro,norte
7270,100,2,1,1,0,250,Copacabana,Rio de Janeiro,sul
1420,70,3,0,1,0,0,Ramos,Rio de Janeiro,norte
900,50,1,0,1,0,0,Quintino Bocaiuva, Rio de Janeiro,norte
1500,100,2,0,1,0,0,Anchieta,Rio de Janeiro,norte
1200,70,2,1,1,400,97,Méier,Rio de Janeiro,norte
850,73,3,0,2,540,100,Campinho,Rio de Janeiro,norte
1200,70,2,0,1,320,8,Olaria,Rio de Janeiro,norte
1190,70,2,1,1,293,16,Del Castilho,Rio de Janeiro,norte
850,50,1,1,1,70,0,Praça Seca,Rio de Janeiro,oeste
1360,45,2,0,1,250,38,Piedade,Rio de Janeiro,norte
2800,62,2,0,2,1025,122,Laranjeiras,Rio de Janeiro,sul
1480,84,2,0,1,0,55,Bento Ribeiro,Rio de Janeiro,norte
2540,170,4,1,3,250,59,Piedade,Rio de Janeiro,norte
800,47,2,1,1,265,0,Higienópolis, Rio de Janeiro,norte
850,60,1,1,1,250,90,Piedade,Rio de Janeiro,norte
850,55,2,0,1,130,0,Penha Circular,Rio de Janeiro,norte
1187,59,2,0,1,200,0,Méier,Rio de Janeiro,norte
962,90,2,0,1,0,0,Piedade,Rio de Janeiro,norte
950,52,3,0,1,355,0,Todos os Santos,Rio de Janeiro,norte
1300,100,3,1,2,800,62,Cachambi,Rio de Janeiro,norte
1200,90,3,0,2,460,0,Sampaio,Rio de Janeiro,norte
3750,160,3,4,6,1726,528,Recreio Dos Bandeirantes,Rio de Janeiro,oeste
1400,88,2,0,1,669,118,Todos os Santos,Rio de Janeiro,norte
700,55,1,0,1,734,167,Méier,Rio de Janeiro,norte
1200,73,3,1,1,475,0,Catumbi,Rio de Janeiro,centro
900,30,1,0,1,0,0,Engenho Novo,Rio de Janeiro,norte
5000,44,1,0,1,1830,450,Leblon, Rio de Janeiro,sul
1800,66,2,1,1,850,850,Vila Valqueire,Rio de Janeiro,oeste
700,55,1,0,1,734,167,Méier,Rio de Janeiro,norte
1200,73,3,1,1,475,0,Catumbi,Rio de Janeiro,centro
900,30,1,0,1,0,0,Engenho Novo,Rio de Janeiro,norte
680,50,2,0,1,325,5,Madureira,Rio de Janeiro,norte
680,40,1,0,1,0,10,Brás de Pina,Rio de Janeiro,norte
1200,67,2,0,1,0,0,Penha Circular,Rio de Janeiro,norte
750,70,2,1,1,460,51,Rocha Miranda,Rio de Janeiro,norte
1100,70,2,0,2,136,16,São Cristóvão,Rio de Janeiro,centro
1010,70,3,0,2,390,0,Cascadura,Rio de Janeiro,norte
850,37,1,0,1,600,114,Cascadura,Rio de Janeiro,norte
700,56,2,0,1,521,0,Engenho Novo,Rio de Janeiro,norte
1500,24,1,0,1,380,0,Flamengo,Rio de Janeiro,sul
900,78,2,0,1,200,0,Oswaldo Cruz,Rio de Janeiro,norte
2000,55,2,1,3,850,99,Freguesia,Rio de Janeiro,norte
1000,51,2,1,1,100,0,Praça Seca,Rio de Janeiro,oeste
1250,32,0,0,1,750,132,Portuguesa,Rio de Janeiro,norte
1200,70,2,0,2,0,80,Engenho Novo,Rio de Janeiro,norte
1800,81,2,0,2,495,83,Maracanã,Rio de Janeiro,norte
1600,90,2,0,2,312,48,Catumbi,Rio de Janeiro,centro
700,40,2,0,1,0,25,Piedade,Rio de Janeiro,norte
2500,113,3,0,1,1555,455,Copacabana, Rio de Janeiro,sul
650,50,1,0,1,50,0,Barros Filho,Rio de Janeiro,norte
700,45,1,0,1,0,0,Pilares,Rio de Janeiro,norte
650,50,1,0,1,212,0,Quintino Bocaiuva,Rio de Janeiro,norte
950,40,1,0,1,0,0,Higienópolis,Rio de Janeiro,norte
1800,120,3,0,4,20,0,Quintino Bocaiuva,Rio de Janeiro,norte
3500,85,2,1,1,750,0,Vargem Grande,Rio de Janeiro,oeste
1310,62,2,0,3,531,63,Praça Seca,Rio de Janeiro,oeste
1000,40,2,0,1,100,36,Guaratiba, Rio de Janeiro,oeste
800,60,2,0,1,0,0,Brás de Pina,Rio de Janeiro,norte
950,70,2,1,2,800,58,Rocha,Rio de Janeiro,norte
1900,92,3,2,2,1204,97,Rio Comprido,Rio de Janeiro,centro
650,50,1,0,1,50,0,Barros Filho,Rio de Janeiro,norte
700,45,1,0,1,0,0,Pilares,Rio de Janeiro,norte
650,50,1,0,1,212,0,Quintino Bocaiuva,Rio de Janeiro,norte
950,40,1,0,1,0,0,Higienópolis,Rio de Janeiro,norte
1800,120,3,0,4,20,0,Quintino Bocaiuva,Rio de Janeiro,norte
3500,85,2,1,1,750,0,Vargem Grande,Rio de Janeiro,oeste
2300,108,3,1,3,450,132,Grajaú,Rio de Janeiro,norte
1310,62,2,0,3,531,63,Praça Seca,Rio de Janeiro,oeste
1000,40,2,0,1,100,36,Guaratiba, Rio de Janeiro,oeste
800,60,2,0,1,0,0,Brás de Pina,Rio de Janeiro,norte
950,70,2,1,2,800,58,Rocha,Rio de Janeiro,norte
1800,87,4,0,1,0,0,Benfica,Rio de Janeiro,centro
990,60,2,0,1,260,0,Cascadura,Rio de Janeiro,norte
800,65,2,1,2,810,590,Rocha,Rio de Janeiro,norte
1180,60,2,1,1,0,0,Penha Circular,Rio de Janeiro,norte
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
935,49,2,1,1,567,0,Engenho Novo,Rio de Janeiro,norte
612,55,2,1,1,290,34,Campo Grande,Rio de Janeiro,oeste
1500,69,2,0,1,720,0,Andaraí,Rio de Janeiro,norte
1000,52,2,0,1,315,0,Cachambi,Rio de Janeiro,norte
1000,50,2,0,1,0,0,Marechal Hermes,Rio de Janeiro,norte
1000,56,2,3,1,130,0,Irajá,Rio de Janeiro,norte
1550,39,1,0,1,780,80,Centro, Rio de Janeiro,centro
926,60,2,1,1,295,0,Campo Grande,Rio de Janeiro,oeste
600,85,2,2,2,418,5,Cascadura,Rio de Janeiro,norte
1050,60,2,0,1,413,0,Olaria,Rio de Janeiro,norte
790,70,2,1,2,358,53,Engenho Novo,Rio de Janeiro,norte
1225,60,2,0,2,0,0,Engenho De Dentro,Rio de Janeiro,norte
960,44,2,0,1,280,38,Piedade,Rio de Janeiro,norte
850,69,2,0,2,410,0,Madureira,Rio de Janeiro,norte
3200,74,2,1,1,2040,321,Humaitá,Rio de Janeiro,sul
3200,35,1,0,1,950,219,Leblon,Rio de Janeiro,sul
6000,67,2,1,2,2260,460,Barra da Tijuca,Rio de Janeiro,oeste
900,67,2,1,1,303,0,Engenho Da Rainha,Rio de Janeiro,norte
580,40,1,0,1,0,0,Padre Miguel,Rio de Janeiro,oeste
700,49,2,0,1,474,0,Cachambi, Rio de Janeiro,norte
700,25,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
1500,70,2,1,1,750,0,Maracanã,Rio de Janeiro,norte
900,10,1,0,1,0,0,Ramos,Rio de Janeiro,norte
770,45,2,1,1,275,40,Campo Grande,Rio de Janeiro,oeste
765,42,2,1,1,250,0,Campo Grande,Rio de Janeiro,oeste
1200,81,2,0,2,815,740,Vila Isabel,Rio de Janeiro,norte
1100,76,2,0,1,45,0,Encantado,Rio de Janeiro,norte
900,53,2,1,2,733,66,Engenho Novo, Rio de Janeiro,norte
910,52,2,0,1,215,0,Engenho Novo,Rio de Janeiro,norte
4400,200,3,1,4,1100,417,Recreio Dos Bandeirantes,Rio de Janeiro,oeste
700,60,3,1,1,430,0,Pavuna,Rio de Janeiro,norte
1150,70,2,1,2,716,1033,Todos os Santos,Rio de Janeiro,norte
1700,70,2,1,1,60,0,Curicica,Rio de Janeiro,oeste
2900,110,3,1,3,150,80,Pechincha,Rio de Janeiro,oeste
1300,44,1,0,1,0,0,Pilares,Rio de Janeiro,norte
1000,70,2,0,1,0,70,Bento Ribeiro,Rio de Janeiro,norte
1000,70,2,1,2,400,0,Madureira,Rio de Janeiro,norte
1680,84,2,1,2,490,0,Higienópolis,Rio de Janeiro,norte
1300,75,2,0,1,805,111,Praça da Bandeira,Rio de Janeiro,norte
900,43,1,0,1,464,0,Centro,Rio de Janeiro,centro
1200,70,2,0,2,0,30,Maria da Graça,Rio de Janeiro,norte
7300,132,3,2,1,1800,608,Leblon,Rio de Janeiro,sul
3600,110,2,2,2,1100,120,Cosme Velho, Rio de Janeiro,sul
950,45,1,0,1,0,18,Campinho,Rio de Janeiro,norte
1270,72,2,0,2,0,0,Marechal Hermes,Rio de Janeiro,norte
750,56,2,1,2,600,57,Cachambi,Rio de Janeiro,norte
1000,43,2,1,1,630,0,Praça Seca,Rio de Janeiro,oeste
2900,45,1,0,1,907,198,Leblon,Rio de Janeiro,sul
2600,142,4,2,3,1872,291,Maracanã,Rio de Janeiro,norte
3200,145,4,2,1,1841,273,Tijuca,Rio de Janeiro,norte
950,45,1,0,1,0,18,Campinho,Rio de Janeiro,norte
1270,72,2,0,2,0,0,Marechal Hermes,Rio de Janeiro,norte
750,56,2,1,2,600,57,Cachambi,Rio de Janeiro,norte
2300,92,3,2,2,950,198,Grajaú,Rio de Janeiro,norte
1000,43,2,1,1,630,0,Praça Seca,Rio de Janeiro,oeste
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
850,43,2,1,1,250,0,Guaratiba,Rio de Janeiro,oeste
1000,55,2,0,1,350,0,Campo Grande,Rio de Janeiro,oeste
1500,72,1,0,1,364,56,Méier,Rio de Janeiro,norte
2200,126,4,0,2,0,0,Gamboa,Rio de Janeiro,centro
2040,82,2,1,1,800,56,Todos os Santos,Rio de Janeiro,norte
637,43,2,1,1,300,0,Campo Grande,Rio de Janeiro,oeste
1850,20,2,0,1,150,0,Cachambi,Rio de Janeiro,norte
850,50,2,1,1,300,0,Campo Grande,Rio de Janeiro,oeste
400,28,1,0,1,0,0,Tanque, Rio de Janeiro,oeste
911,70,1,0,1,150,0,Olaria,Rio de Janeiro,norte
1200,50,2,1,1,724,61,Méier,Rio de Janeiro,norte
1400,60,2,1,1,720,51,Méier,Rio de Janeiro,norte
1500,104,2,1,1,955,114,Pechincha, Rio de Janeiro,oeste
773,50,1,0,1,0,0,Vargem Pequena,Rio de Janeiro,oeste
1180,55,2,1,1,448,0,Engenho De Dentro,Rio de Janeiro,norte
1350,43,2,0,1,214,0,Guaratiba,Rio de Janeiro,oeste
6000,490,5,3,6,270,439,Taquara,Rio de Janeiro,oeste
1100,48,1,1,1,418,0,Pechincha,Rio de Janeiro,oeste
680,40,1,0,1,0,0,Pavuna,Rio de Janeiro,norte
1200,60,2,1,1,571,580,Riachuelo,Rio de Janeiro,norte
5500,116,3,2,3,1600,471,Ipanema,Rio de Janeiro,sul
1150,47,1,0,1,325,0,Vila Isabel,Rio de Janeiro,norte
1100,60,2,0,1,380,0,Cordovil,Rio de Janeiro,norte
1000,30,1,0,1,0,0,Centro,Rio de Janeiro,centro
2700,75,2,0,2,450,0,Grajaú,Rio de Janeiro,norte
2200,80,2,0,2,412,77,Vila Isabel, Rio de Janeiro,norte
1100,57,2,0,1,655,0,Praça da Bandeira,Rio de Janeiro,norte
1110,90,2,0,1,300,0,Penha,Rio de Janeiro,norte
1700,50,2,1,1,450,54,Cachambi,Rio de Janeiro,norte
750,67,3,0,1,60,0,Padre Miguel,Rio de Janeiro,oeste
800,52,2,0,1,376,0,Cachambi,Rio de Janeiro,norte
1400,66,2,1,2,800,63,Taquara,Rio de Janeiro,oeste
1000,60,2,0,2,431,0,Engenho Novo,Rio de Janeiro,norte
1200,72,2,1,1,583,65,Engenho De Dentro,Rio de Janeiro,norte
7500,160,3,2,4,1060,360,Recreio Dos Bandeirantes,Rio de Janeiro,oeste
1200,60,1,1,1,450,0,Méier,Rio de Janeiro,norte
4000,169,3,1,3,1019,258,Anil,Rio de Janeiro,oeste
1300,65,2,1,2,809,65,Praça Seca,Rio de Janeiro,oeste
1806,180,2,0,1,0,104,Pechincha,Rio de Janeiro,oeste
1750,90,3,1,1,747,47,Méier,Rio de Janeiro,norte
1700,77,2,0,1,350,58,Grajaú,Rio de Janeiro,norte
760,41,2,0,1,296,0,Campo Grande,Rio de Janeiro,oeste
1200,50,2,1,1,260,0,Higienópolis,Rio de Janeiro,norte
612,49,2,0,1,0,0,Realengo,Rio de Janeiro,oeste
2600,110,2,1,1,1500,209,Tijuca,Rio de Janeiro,norte
722,75,2,1,1,175,50,Campo Grande,Rio de Janeiro,oeste
5500,80,3,1,2,980,116,Freguesia,Rio de Janeiro,norte
1360,65,2,1,1,187,11,Madureira,Rio de Janeiro,norte
1400,65,2,0,1,614,64,Vila Isabel,Rio de Janeiro,norte
1200,75,2,0,1,320,0,Coelho Neto,Rio de Janeiro,norte
935,60,2,1,1,280,0,Campo Grande,Rio de Janeiro,oeste
1000,70,2,1,1,540,0,Méier,Rio de Janeiro,norte
1100,60,2,0,1,0,0,Realengo,Rio de Janeiro,oeste
660,50,2,1,1,400,0,Campo Grande,Rio de Janeiro,oeste
1000,60,1,1,1,498,51,Maria da Graça,Rio de Janeiro,norte
1000,60,2,1,1,110,0,Rocha,Rio de Janeiro,norte
4750,110,3,1,4,1020,210,Copacabana,Rio de Janeiro,sul
1550,50,1,0,1,50,0,Vila Isabel,Rio de Janeiro,norte
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
1100,59,2,0,1,30,0,Engenho De Dentro,Rio de Janeiro,norte
900,69,2,1,1,200,0,Méier, Rio de Janeiro,norte
800,69,2,0,1,150,10,Vigário Geral,Rio de Janeiro,norte
935,51,1,0,1,300,25,Todos os Santos,Rio de Janeiro,norte
3012,196,3,0,1,150,162,Cidade De Deus,Rio de Janeiro,oeste
1500,75,2,1,2,660,1100,Méier,Rio de Janeiro,norte
2100,58,2,1,1,420,50,Jacarepaguá,Rio de Janeiro,oeste
4000,65,2,0,2,850,116,Botafogo,Rio de Janeiro,sul
600,50,2,1,1,100,0,Inhoaíba,Rio de Janeiro,oeste
900,30,1,0,1,0,0,Engenho Novo,Rio de Janeiro,norte
6000,135,3,0,2,1127,392,Copacabana,Rio de Janeiro,sul
935,43,2,1,1,220,0,Guaratiba,Rio de Janeiro,oeste
850,62,2,1,2,50,0,Guaratiba,Rio de Janeiro,oeste
925,88,2,0,1,225,24,Piedade,Rio de Janeiro,norte
775,44,2,1,1,275,0,Guaratiba,Rio de Janeiro,oeste
600,59,2,0,1,450,0,Engenho Novo,Rio de Janeiro,norte
1360,40,1,1,1,342,0,Freguesia,Rio de Janeiro,norte
690,42,1,0,1,430,0,Engenho Novo,Rio de Janeiro,norte
3200,90,2,3,2,0,10,Marechal Hermes,Rio de Janeiro,norte
1500,75,2,0,1,390,57,Méier,Rio de Janeiro,norte
1100,66,2,1,2,727,60,Méier, Rio de Janeiro,norte
800,47,2,0,1,220,10,Campo Grande,Rio de Janeiro,oeste
765,43,2,1,1,280,0,Campo Grande,Rio de Janeiro,oeste
950,45,2,1,1,225,0,Campo Grande,Rio de Janeiro,oeste
850,73,2,1,1,940,70,Engenho De Dentro, Rio de Janeiro,norte
980,43,2,0,1,0,0,Cascadura,Rio de Janeiro,norte
1000,56,2,1,1,398,0,Campo Grande,Rio de Janeiro,oeste
1850,96,3,0,1,350,60,São Cristóvão,Rio de Janeiro,centro
1550,55,2,1,1,396,0,Cachambi,Rio de Janeiro,norte
3500,100,3,0,1,1803,355,Ipanema, Rio de Janeiro,sul
700,60,1,0,1,191,0,Engenho De Dentro, Rio de Janeiro,norte
866,46,1,0,1,0,0,Cordovil,Rio de Janeiro,norte
900,43,2,1,1,0,0,Campo Grande,Rio de Janeiro,oeste
700,50,1,0,1,472,0,Todos os Santos,Rio de Janeiro,norte
800,55,2,1,1,350,0,Água Santa,Rio de Janeiro,norte
900,30,1,0,1,0,0,Penha,Rio de Janeiro,norte
650,30,1,0,1,0,0,Inhaúma,Rio de Janeiro,norte
1700,93,3,0,1,0,55,Cachambi, Rio de Janeiro,norte
1800,82,2,1,3,927,80,Rio Comprido,Rio de Janeiro,centro
690,45,2,1,1,162,0,Senador Vasconcelos,Rio de Janeiro,oeste
1390,45,1,0,1,470,0,Andaraí,Rio de Janeiro,norte
1200,80,2,0,1,150,69,Brás de Pina,Rio de Janeiro,norte
4690,63,2,1,2,380,38,Irajá,Rio de Janeiro,norte
1200,99,2,0,1,0,0,Brás de Pina,Rio de Janeiro,norte
1200,50,1,0,1,613,0,Méier,Rio de Janeiro,norte
700,24,1,0,1,0,0,Campo Grande,Rio de Janeiro,oeste
800,70,2,1,1,610,0,Cascadura,Rio de Janeiro,norte
1320,40,1,0,1,0,9,Todos os Santos,Rio de Janeiro,norte
2300,73,2,1,2,960,120,Freguesia de Jacarepaguá,Rio de Janeiro,oeste
