0
"R$ 18.000 /mês
condomínioR$ 4.884 IPTU R$ 1.626
Avenida Flamboyants da Península, Barra da Tijuca
area 443 m²
bedroom 5
parking 3
bathroom 4"
"R$ 6.000 /mês
condomínioR$ 1.300
Rua Paula Freitas, Copacabana
area 350 m²
bedroom 3
parking 1
bathroom 3"
"R$ 9.000 /mês
condomínioR$ 2.206 IPTU R$ 1.050
Avenida General Guedes da Fontoura, Jardim Oceanico
area 276 m²
bedroom 4
parking 4
bathroom 5"
"R$ 2.700 /mês
condomínioR$ 658 IPTU R$ 127
Rua Capistrano de Abreu, Botafogo
area 73 m²
bedroom 2
parking 1
bathroom 1"
"R$ 4.000 /mês
condomínioR$ 1.460 IPTU R$ 300
Rua do Humaitá, Humaitá
area 97 m²
bedroom 3
parking 1
bathroom 3"
"R$ 2.100 /mês
condomínioR$ 490 IPTU R$ 110
Rua Arquiteto Simon Wiesenthal, Barra da Tijuca
area 70 m²
bedroom 2
parking 1
bathroom 2"
"R$ 2.150 /mês
Rua Artur Rios, Senador Vasconcelos
area 130 m²
bedroom 4
parking 1
bathroom 3"
"R$ 900 /mês
condomínioR$ 300 IPTU R$ 120
Rua Maria Lópes, Madureira
area 70 m²
bedroom 2
parking 1
bathroom 2"
"R$ 800 /mês
condomínioR$ 350
Rua de Lazer, Pilares
area 65 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.100 /mês
Rua Doutor Garnier, Rocha
area 60 m²
bedroom 3
bathroom 2"
"R$ 2.900 /dia
Rua Julieta Niemeyer, São Conrado
area 300 m²
bedroom 5
parking 2
bathroom 7"
"R$ 3.500 /mês
condomínioR$ 1.100 IPTU R$ 300
Rua Francisco de Paula, Jacarepaguá
area 136 m²
bedroom 2
parking 2
bathroom 3"
"R$ 1.700 /mês
condomínioR$ 70 IPTU R$ 63
Rua Barão, Praça Seca
area 176 m²
bedroom 4
parking 1
bathroom 3"
"R$ 1.206 /mês
condomínioR$ 600 IPTU R$ 42
Rua A, Taquara
area 70 m²
bedroom 2
parking 1
bathroom 1"
"R$ 700 /mês
condomínioR$ 385
Turiaçu, Rio de Janeiro
area 50 m²
bedroom 2
parking 2
bathroom 1"
"R$ 4.900 /mês
condomínioR$ 1.100 IPTU R$ 300
Rua Francisco Sá, Copacabana
area 95 m²
bedroom 3
bathroom 3"
"R$ 1.300 /mês
condomínioR$ 500 IPTU R$ 60
Taquara, Rio de Janeiro
area 51 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.300 /mês
condomínioR$ 492 IPTU R$ 81
Estrada Capenha, Pechincha
area 74 m²
bedroom 3
parking 1
bathroom 3"
"R$ 2.200 /mês
IPTU R$ 1.100
Rua Paturi, Tanque
area 80 m²
bedroom 2
parking 3
bathroom 2"
"R$ 2.350 /mês
condomínioR$ 870 IPTU R$ 130
Rua Retiro dos Artistas, Pechincha
area 74 m²
bedroom 3
parking 1
bathroom 2"
"R$ 1.750 /mês
Rua Estocolmo, Jardim Carioca
area 111 m²
bedroom 2
bathroom 2"
"R$ 1.500 /mês
condomínioR$ 422 IPTU R$ 46
Rua Estremadura, Irajá
area 48 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.400 /mês
condomínioR$ 350
Curicica, Rio de Janeiro
area 50 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.445 /mês
condomínioR$ 485
Anil, Rio de Janeiro
area 48 m²
bedroom 2
bathroom 1"
"R$ 2.300 /mês
IPTU R$ 73
Avenida Guilherme Maxwell, Bonsucesso
area 141 m²
bedroom 3
parking 1
bathroom 2"
"R$ 2.500 /mês
condomínioR$ 770 IPTU R$ 190
Rua Uruguai, Tijuca
area 72 m²
bedroom 2
parking 1
bathroom 2"
"R$ 1.100 /mês
Rua Antônio Rego, Olaria
area 70 m²
bedroom 2
bathroom 1"
"R$ 2.200 /mês
Rua Odilon Araújo, Cachambi
area 75 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.100 /mês
condomínioR$ 500 IPTU R$ 50
Rua Barão do Bom Retiro, Engenho Novo
area 60 m²
bedroom 1
parking 1
bathroom 2"
"R$ 2.000 /mês
condomínioR$ 635 IPTU R$ 116
Maracanã, Rio de Janeiro
area 113 m²
bedroom 3
bathroom 1"
"R$ 950 /mês
condomínioR$ 283
Rua A, Guaratiba
area 70 m²
bedroom 2
parking 1
bathroom 2"
"R$ 1.470 /mês
condomínioR$ 415 IPTU R$ 46
Rua Estremadura, Irajá
area 47 m²
bedroom 2
parking 1
bathroom 1"
"R$ 950 /mês
Pilares, Rio de Janeiro
area 50 m²
bedroom 2
bathroom 1"
"R$ 1.100 /mês
condomínioR$ 250 IPTU R$ 60
Rua Ajuratuba, Todos os Santos
area 55 m²
bedroom 2
bathroom 1"
"R$ 35.000 /mês
condomínioR$ 5.500 IPTU R$ 2.600
Avenida Afrânio de Melo Franco, Leblon
area 280 m²
bedroom 3
parking 2
bathroom 4"
"R$ 5.800 /mês
condomínioR$ 1.536 IPTU R$ 5.060
Rua Professora Luiza Nogueira Gonçalves, Recreio Dos Bandeirantes
area 192 m²
bedroom 3
parking 3
bathroom 5"
"R$ 8.700 /mês
condomínioR$ 1.970 IPTU R$ 642
Rua João Líra, Leblon
area 145 m²
bedroom 3
parking 1
bathroom 2"
"R$ 2.800 /mês
condomínioR$ 530 IPTU R$ 140
Rua Otaviano Hudson, Copacabana
area 50 m²
bedroom 1
bathroom 1"
"R$ 1.350 /mês
condomínioR$ 670 IPTU R$ 59
Rua Pernambuco, Engenho De Dentro
area 60 m²
bedroom 2
parking 1
bathroom 2"
"R$ 900 /mês
Rua Tajuri, Vicente de Carvalho
area 46 m²
bedroom 2
bathroom 2"
"R$ 3.400 /mês
condomínioR$ 1.630 IPTU R$ 209
Rua Garibaldi, Tijuca
area 107 m²
bedroom 4
parking 2
bathroom 4"
"R$ 1.237 /mês
condomínioR$ 310
Rua São Canuto, Irajá
area 75 m²
bedroom 2
parking 1
bathroom 2"
"R$ 1.800 /mês
condomínioR$ 650 IPTU R$ 83
Rua A, Pechincha
area 61 m²
bedroom 2
parking 1
bathroom 2"
"R$ 5.000 /mês
condomínioR$ 300 IPTU R$ 250
Rua Paulo Emílio Gomes, Freguesia
area 250 m²
bedroom 3
parking 1
bathroom 3"
"R$ 1.200 /mês
condomínioR$ 762 IPTU R$ 45
Rua Vítor Meireles, Engenho Novo
area 61 m²
bedroom 2
parking 1
bathroom 1"
"R$ 2.100 /mês
Avenida Monsenhor Félix, Irajá
area 100 m²
bedroom 2
parking 1
bathroom 2"
"R$ 7.350 /mês
condomínioR$ 2.500 IPTU R$ 652
Rua Barão de Jaguaripe, Ipanema
area 130 m²
bedroom 3
parking 1
bathroom 3"
"R$ 800 /mês
condomínioR$ 320
Avenida Brasil, Campo Grande
area 45 m²
bedroom 2
parking 1
bathroom 1"
"R$ 891 /mês
condomínioR$ 350
Largo da Abolição, Abolição
area 55 m²
bedroom 2
parking 1
bathroom 1"
