0
"R$ 5.500 /mês
condomínioR$ 1.818 IPTU R$ 475
Rua Ministro Correia de Melo, Leblon
area 110 m²
bedroom 3
parking 1
bathroom 2"
"R$ 16.000 /mês
condomínioR$ 2.440 IPTU R$ 6.284
Rua Bauhíneas da Península, Barra da Tijuca
area 169 m²
bedroom 4
parking 2
bathroom 3"
"R$ 8.000 /mês
condomínioR$ 3.694 IPTU R$ 1.190
Rua Aníbal de Mendonça, Ipanema
area 140 m²
bedroom 3
parking 2
bathroom 2"
"R$ 1.100 /mês
condomínioR$ 366
São Cristóvão, Rio de Janeiro
area 80 m²
bedroom 3
bathroom 1"
"R$ 990 /mês
condomínioR$ 260
Travessa Felício, Cascadura
area 60 m²
bedroom 2
bathroom 1"
"R$ 1.700 /mês
verified
Preço abaixo do mercado
condomínioR$ 690 IPTU R$ 78
Maracanã, Rio de Janeiro
area 97 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.900 /mês
condomínioR$ 700 IPTU R$ 76
Rua Teodoro da Silva, Vila Isabel
area 67 m²
bedroom 2
bathroom 3"
"R$ 1.220 /mês
IPTU R$ 9
Rua Piauí, Todos os Santos
area 40 m²
bedroom 1
bathroom 1"
"R$ 1.150 /mês
condomínioR$ 345
Rua Joaquim Palhares, Estacio
area 38 m²
bedroom 1
bathroom 1"
"R$ 850 /mês
condomínioR$ 380 IPTU R$ 109
Praça Academia, Centro
area 34 m²
bedroom 1
parking 1
bathroom 1"
"R$ 3.500 /mês
condomínioR$ 170 IPTU R$ 75
Rua Consagração, Curicica
area 212 m²
bedroom 3
parking 1
bathroom 3"
"R$ 900 /mês
condomínioR$ 276
Rua A, Campo Grande
area 44 m²
bedroom 2
parking 1
bathroom 1"
"R$ 750 /mês
condomínioR$ 170
Travessa Dona Luzia, Oswaldo Cruz
area 45 m²
bedroom 1
bathroom 1"
"R$ 15.000 /mês
condomínioR$ 4.000 IPTU R$ 6.663
Avenida General Olyntho Pillar, Barra da Tijuca
area 320 m²
bedroom 4
parking 3
bathroom 7"
"R$ 3.264 /mês
condomínioR$ 850 IPTU R$ 11
Rua Torres Homem, Vila Isabel
area 56 m²
bedroom 3
bathroom 2"
"R$ 5.500 /mês
condomínioR$ 1.100 IPTU R$ 350
Rua Demosthenes Madureira de Pinho, Recreio Dos Bandeirantes
area 160 m²
bedroom 4
parking 2
bathroom 3"
"R$ 4.400 /mês
condomínioR$ 1.142 IPTU R$ 186
Avenida Rodrigo Otavio, Gávea
area 98 m²
bedroom 2
parking 1
bathroom 1"
"R$ 800 /mês
condomínioR$ 70
Rua Alberto Mendes Júnior, Cascadura
area 58 m²
bedroom 3
bathroom 1"
"R$ 750 /mês
condomínioR$ 60 IPTU R$ 50
Rua Jair da Silva Ribas, Campo Grande
area 25 m²
bedroom 1
bathroom 1"
"R$ 5.250 /mês
IPTU R$ 1.000
Rua Comendador Martinelli, Grajaú
area 850 m²
bedroom 3
parking 1
bathroom 3"
"R$ 800 /mês
condomínioR$ 250
Estrada Campo da Areia, Pechincha
area 49 m²
bedroom 2
parking 1
bathroom 1"
"R$ 2.400 /mês
condomínioR$ 900 IPTU R$ 92
Rua Barão do Bom Retiro, Grajaú
area 70 m²
bedroom 2
parking 1
bathroom 2"
"R$ 800 /mês
Rua Assis Martins, Marechal Hermes
area 45 m²
bedroom 1
bathroom 1"
"R$ 1.900 /mês
condomínioR$ 800 IPTU R$ 82
Rua A, Freguesia
area 60 m²
bedroom 2
parking 1
bathroom 2"
"R$ 9.000 /mês
condomínioR$ 2.206 IPTU R$ 1.050
Avenida General Guedes da Fontoura, Jardim Oceanico
area 276 m²
bedroom 4
parking 4
bathroom 5"
"R$ 856 /mês
Estrada Adhemar Bebiano, Engenho Da Rainha
area 50 m²
bedroom 2
bathroom 1"
"R$ 2.400 /mês
condomínioR$ 850 IPTU R$ 290
Rua Bolivar, Copacabana
area 80 m²
bedroom 2
bathroom 1"
"R$ 600 /mês
Rua Jamaica, Vigário Geral
area 45 m²
bedroom 2
bathroom 1"
"R$ 1.902 /mês
condomínioR$ 900 IPTU R$ 146
Rua Potiguara, Freguesia
area 95 m²
bedroom 2
parking 1
bathroom 3"
"R$ 1.500 /mês
condomínioR$ 600 IPTU R$ 1.000
Rua Retiro dos Artistas, Pechincha
area 56 m²
bedroom 2
parking 1
bathroom 1"
"R$ 8.500 /mês
Estrada do Monteiro, Campo Grande
area 350 m²
bedroom 5
parking 2
bathroom 3"
"R$ 700 /mês
condomínioR$ 300
Rua A, Jacarepaguá
area 45 m²
bedroom 1
bathroom 1"
"R$ 15.900 /mês
condomínioR$ 2.909 IPTU R$ 1.253
Avenida Portugal, Urca
area 270 m²
bedroom 5
parking 2
bathroom 4"
"R$ 2.040 /mês
condomínioR$ 800 IPTU R$ 56
Rua Conselheiro Agostinho, Todos os Santos
area 82 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.500 /mês
Rua Olímpio de Castro, Jardim Sulacap
area 54 m²
bedroom 2
parking 1
bathroom 1"
"R$ 8.000 /mês
condomínioR$ 3.694 IPTU R$ 1.190
Rua Aníbal de Mendonça, Ipanema
area 140 m²
bedroom 3
parking 2
bathroom 2"
"R$ 55.000 /mês
condomínioR$ 2.300 IPTU R$ 3.000
Rua Buza Ferraz, Barra da Tijuca
area 567 m²
bedroom 4
parking 5
bathroom 9"
"R$ 12.000 /mês
condomínioR$ 3.200 IPTU R$ 9.165
Rua Paul Redfern, Ipanema
area 148 m²
bedroom 3
parking 2
bathroom 4"
"R$ 950 /mês
condomínioR$ 550
Centro, Rio de Janeiro
area 30 m²
bedroom 1
bathroom 1"
"R$ 550 /mês
Rua A, Penha
area 18 m²
bedroom 1
bathroom 1"
"R$ 2.800 /mês
condomínioR$ 200 IPTU R$ 180
Rua São Clemente, Botafogo
area 80 m²
bedroom 2
parking 1
bathroom 1"
"R$ 1.300 /mês
condomínioR$ 387
Rua Aquidabã, Méier
area 85 m²
bedroom 3
parking 1
bathroom 1"
